exp_a,exp_b,stimulus,expertise_a,expertise_b,distance,score
63,96,rectangle,low,none,259.0,0.9217081850533808
63,163,rectangle,low,none,249.0,0.8861209964412812
64,93,rectangle,low,none,344.0,0.9322493224932249
64,36,rectangle,low,none,345.0,0.9349593495934959
64,3,rectangle,low,none,333.0,0.9024390243902439
63,28,rectangle,low,none,275.0,0.9786476868327402
64,12,rectangle,low,none,337.0,0.9132791327913279
64,204,rectangle,low,none,349.0,0.94579945799458
64,30,rectangle,low,none,345.0,0.9349593495934959
64,5,rectangle,low,none,351.0,0.9512195121951219
65,3,rectangle,low,none,121.0,0.9029850746268657
64,110,rectangle,low,none,339.0,0.9186991869918699
65,12,rectangle,low,none,125.0,0.8928571428571429
65,5,rectangle,low,none,174.0,0.93048128342246
64,163,rectangle,low,none,345.0,0.9349593495934959
64,38,rectangle,low,none,344.0,0.9322493224932249
64,201,rectangle,low,none,336.0,0.9105691056910569
65,30,rectangle,low,none,134.0,0.9178082191780822
65,36,rectangle,low,none,79.0,0.8586956521739131
64,181,rectangle,low,none,341.0,0.924119241192412
65,28,rectangle,low,none,260.0,0.931899641577061
65,38,rectangle,low,none,198.0,0.9124423963133641
65,93,rectangle,low,none,76.0,0.8941176470588236
60,196,rectangle,low,none,548.0,0.9042904290429042
65,110,rectangle,low,none,134.0,0.9241379310344827
65,181,rectangle,low,none,83.0,0.8829787234042553
65,204,rectangle,low,none,45.0,0.9
65,96,rectangle,low,none,210.0,0.9417040358744395
63,211,rectangle,low,none,284.0,0.9594594594594594
65,163,rectangle,low,none,143.0,0.89937106918239
65,189,rectangle,low,none,166.0,0.9273743016759777
65,201,rectangle,low,none,108.0,0.9
64,189,rectangle,low,none,346.0,0.9376693766937669
63,154,rectangle,low,none,321.0,0.9119318181818182
64,28,rectangle,low,none,344.0,0.9322493224932249
65,154,rectangle,low,none,335.0,0.9517045454545454
65,211,rectangle,low,none,280.0,0.9459459459459459
64,96,rectangle,low,none,342.0,0.926829268292683
67,3,rectangle,low,none,151.0,0.9617834394904459
67,36,rectangle,low,none,144.0,0.9171974522292994
67,12,rectangle,low,none,154.0,0.9808917197452229
67,93,rectangle,low,none,149.0,0.9490445859872612
65,196,rectangle,low,none,588.0,0.9702970297029703
67,30,rectangle,low,none,149.0,0.9490445859872612
67,5,rectangle,low,none,165.0,0.8823529411764706
67,110,rectangle,low,none,149.0,0.9490445859872612
67,204,rectangle,low,none,146.0,0.9299363057324841
67,181,rectangle,low,none,139.0,0.8853503184713376
67,38,rectangle,low,none,211.0,0.9723502304147466
67,201,rectangle,low,none,153.0,0.9745222929936306
67,163,rectangle,low,none,158.0,0.9937106918238994
67,96,rectangle,low,none,199.0,0.8923766816143498
71,12,rectangle,low,none,131.0,0.9357142857142857
71,36,rectangle,low,none,87.0,0.9456521739130435
71,93,rectangle,low,none,84.0,0.9438202247191011
71,5,rectangle,low,none,174.0,0.93048128342246
63,196,rectangle,low,none,541.0,0.8927392739273927
67,189,rectangle,low,none,163.0,0.9106145251396648
71,3,rectangle,low,none,121.0,0.9029850746268657
64,211,rectangle,low,none,351.0,0.9512195121951219
71,28,rectangle,low,none,262.0,0.9390681003584229
71,181,rectangle,low,none,89.0,0.9468085106382979
71,30,rectangle,low,none,134.0,0.9178082191780822
67,28,rectangle,low,none,257.0,0.921146953405018
71,204,rectangle,low,none,81.0,0.9101123595505618
71,38,rectangle,low,none,202.0,0.9308755760368663
71,110,rectangle,low,none,132.0,0.9103448275862069
71,96,rectangle,low,none,204.0,0.9147982062780269
71,163,rectangle,low,none,144.0,0.9056603773584906
71,201,rectangle,low,none,112.0,0.9333333333333333
71,189,rectangle,low,none,160.0,0.8938547486033519
67,211,rectangle,low,none,254.0,0.8581081081081081
64,154,rectangle,low,none,361.0,0.978319783197832
74,3,rectangle,low,none,115.0,0.8582089552238806
74,36,rectangle,low,none,92.0,0.92
71,154,rectangle,low,none,328.0,0.9318181818181818
74,93,rectangle,low,none,95.0,0.95
74,12,rectangle,low,none,121.0,0.8642857142857143
