exp_a,exp_b,stimulus,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration,source_file
38,204,rectangle,none,none,0.9923128099347396,0.6347957957003951,0.9896900748468036,0.8201967528415951,0.5833333333333333,Java_none_results.csv
36,211,rectangle,none,none,0.993808183793468,0.6623116503305961,0.9915746864719432,0.9089244875480254,0.6666666666666667,Java_none_results.csv
30,196,rectangle,none,none,0.9880463869718829,0.6701165156019103,0.980907503844398,0.8926964174038337,0.7083333333333334,Java_none_results.csv
93,196,rectangle,none,none,0.987698501863058,0.6384394019863007,0.9807308712059716,0.8740163799022103,0.7,Java_none_results.csv
38,201,rectangle,none,none,0.9927711025410462,0.6772895398162506,0.9898958196134704,0.9171628802854914,0.7,Java_none_results.csv
36,204,rectangle,none,none,0.9874795849509664,0.5955932356546938,0.9805277638872992,0.9272191681203168,0.676944971537002,Java_none_results.csv
30,189,rectangle,none,none,0.9917586889596928,0.6918804036425551,0.9878480973385289,0.9386309644115914,0.7113095238095238,Java_none_results.csv
12,110,rectangle,none,none,0.9921885522709972,0.7396108495610039,0.9887979026489562,0.9609973352521418,0.6978260869565218,Java_none_results.csv
93,189,rectangle,none,none,0.9924883068910108,0.6865300289833713,0.9895552075799284,0.9078249980107844,0.6742424242424243,Java_none_results.csv
38,196,rectangle,none,none,0.9885654686583252,0.65731810683987,0.981146991714848,0.8798323013056013,0.7027027027027026,Java_none_results.csv
36,201,rectangle,none,none,0.9922553100217594,0.7317531511186027,0.990404889602136,0.9573343328351196,0.6909814323607427,Java_none_results.csv
30,181,rectangle,none,none,0.9925251651500084,0.6694007674836286,0.9899694860959992,0.9485412224849092,0.71875,Java_none_results.csv
38,96,rectangle,none,none,0.990599087655172,0.739389295137951,0.9868505250416162,0.907656464765191,0.5441558441558441,Java_none_results.csv
28,181,rectangle,none,none,0.9915467412659876,0.6679537653084633,0.9857061490527032,0.9561898929127765,0.7000000000000001,Java_none_results.csv
5,12,rectangle,none,none,0.9921615635472284,0.7245697475266306,0.9905552266830764,0.9275539610859304,0.653846153846154,Java_none_results.csv
93,181,rectangle,none,none,0.9924030313939708,0.7892446688376659,0.9900932922308828,0.915145152085466,0.5862068965517242,Java_none_results.csv
38,189,rectangle,none,none,0.9931256353416508,0.7628059445467683,0.9914815256938092,0.8628048810847191,0.6464285714285714,Java_none_results.csv
30,163,rectangle,none,none,0.9903014058908792,0.7222886413032966,0.9863103000065422,0.934567563616636,0.6809090909090909,Java_none_results.csv
36,196,rectangle,none,none,0.98781649590976,0.6374722309541356,0.9800399099237836,0.8733876273116632,0.6896551724137931,Java_none_results.csv
28,163,rectangle,none,none,0.9894190043137828,0.7270019262565792,0.9840223299678564,0.8917821771804337,0.6324675324675324,Java_none_results.csv
12,96,rectangle,none,none,0.990678468759084,0.7734304352812296,0.986713005368798,0.9406817952500932,0.6123737373737373,Java_none_results.csv
3,36,rectangle,none,none,0.991606805923188,0.7527040406059173,0.988382265934748,0.9428255551284866,0.6785714285714286,Java_none_results.csv
28,196,rectangle,none,none,0.9892021787164402,0.7308612167912207,0.9846297589973928,0.9082795018155204,0.6486486486486487,Java_none_results.csv
93,163,rectangle,none,none,0.989633390793341,0.6756712419060887,0.9865115084159416,0.9130106877684416,0.6875,Java_none_results.csv
38,181,rectangle,none,none,0.9935713976554236,0.692763954381022,0.9923238805367988,0.8513359127035419,0.7113095238095237,Java_none_results.csv
36,189,rectangle,none,none,0.9928274807959252,0.7516695709989507,0.9899051006602824,0.9523613622624932,0.653846153846154,Java_none_results.csv
28,154,rectangle,none,none,0.9936827453428988,0.7091542944277185,0.9909920902615176,0.9367253764841784,0.6551724137931034,Java_none_results.csv
12,93,rectangle,none,none,0.9887964557384352,0.6998629822932543,0.9856709683474568,0.9438759070415396,0.6333333333333333,Java_none_results.csv
30,154,rectangle,none,none,0.9939744712623342,0.6867909928327955,0.9910649943397634,0.9468542563227538,0.6946386946386947,Java_none_results.csv
93,154,rectangle,none,none,0.9932665614188824,0.6159984120190933,0.9920321273629252,0.8648283866976695,0.7000000000000001,Java_none_results.csv
38,163,rectangle,none,none,0.9915615995735116,0.7433663809427884,0.9882034373795736,0.8580668785886199,0.6530100334448161,Java_none_results.csv
5,154,rectangle,none,none,0.9940308181370244,0.6916760150729233,0.9919507734603624,0.9186607687653244,0.7083333333333334,Java_none_results.csv
36,181,rectangle,none,none,0.991763376121515,0.6968070842921703,0.989891825246642,0.9393541699248394,0.6516683518705764,Java_none_results.csv
12,38,rectangle,none,none,0.9919969393966296,0.7310111533381978,0.9904053194031728,0.9182956369291616,0.6666666666666667,Java_none_results.csv
28,36,rectangle,none,none,0.9903604763851324,0.6796527033021851,0.9840741467734168,0.9257407734869344,0.6628787878787878,Java_none_results.csv
38,154,rectangle,none,none,0.9940638423519796,0.7153267895607408,0.9923372115403056,0.8570811727410964,0.6963109354413702,Java_none_results.csv
36,163,rectangle,none,none,0.9903991859792692,0.7679337310832046,0.987388255422588,0.9451246213531008,0.7119815668202765,Java_none_results.csv
5,93,rectangle,none,none,0.9912952662869596,0.6602083170839215,0.989239742483071,0.8660960205119529,0.6956521739130435,Java_none_results.csv
