exp_a,exp_b,trial_id,expertise_a,expertise_b,original_distance,original_nld,source_file
112,151,2,medium,medium,451.0,0.8877952755905512,Java_medium_results.csv
112,191,2,medium,medium,239.0,0.9676113360323888,Java_medium_results.csv
112,203,2,medium,medium,199.0,0.8963963963963963,Java_medium_results.csv
112,168,2,medium,medium,455.0,0.9173387096774194,Java_medium_results.csv
112,192,2,medium,medium,282.0,0.9155844155844156,Java_medium_results.csv
112,197,2,medium,medium,236.0,0.932806324110672,Java_medium_results.csv
112,210,2,medium,medium,213.0,0.9594594594594594,Java_medium_results.csv
112,212,2,medium,medium,204.0,0.918918918918919,Java_medium_results.csv
112,206,2,medium,medium,252.0,0.9438202247191012,Java_medium_results.csv
112,194,2,medium,medium,458.0,0.899803536345776,Java_medium_results.csv
115,125,2,medium,medium,129.0,0.8958333333333334,Java_medium_results.csv
112,207,2,medium,medium,309.0,0.939209726443769,Java_medium_results.csv
115,117,2,medium,medium,226.0,0.9300411522633744,Java_medium_results.csv
115,120,2,medium,medium,202.0,0.8820960698689956,Java_medium_results.csv
112,215,2,medium,medium,245.0,0.9496124031007752,Java_medium_results.csv
112,214,2,medium,medium,259.0,0.9087719298245616,Java_medium_results.csv
115,143,2,medium,medium,137.0,0.9513888888888888,Java_medium_results.csv
115,142,2,medium,medium,208.0,0.9327354260089686,Java_medium_results.csv
115,145,2,medium,medium,166.0,0.912087912087912,Java_medium_results.csv
112,202,2,medium,medium,546.0,0.9381443298969072,Java_medium_results.csv
115,135,2,medium,medium,349.0,0.8994845360824743,Java_medium_results.csv
115,155,2,medium,medium,187.0,0.9257425742574258,Java_medium_results.csv
115,147,2,medium,medium,250.0,0.8960573476702509,Java_medium_results.csv
115,158,2,medium,medium,182.0,0.896551724137931,Java_medium_results.csv
115,169,2,medium,medium,153.0,0.95625,Java_medium_results.csv
115,185,2,medium,medium,130.0,0.9027777777777778,Java_medium_results.csv
115,190,2,medium,medium,136.0,0.9444444444444444,Java_medium_results.csv
115,171,2,medium,medium,267.0,0.946808510638298,Java_medium_results.csv
115,151,2,medium,medium,451.0,0.8877952755905512,Java_medium_results.csv
115,191,2,medium,medium,228.0,0.9230769230769232,Java_medium_results.csv
115,203,2,medium,medium,136.0,0.9444444444444444,Java_medium_results.csv
115,197,2,medium,medium,233.0,0.9209486166007904,Java_medium_results.csv
115,168,2,medium,medium,459.0,0.9254032258064516,Java_medium_results.csv
115,192,2,medium,medium,283.0,0.9188311688311688,Java_medium_results.csv
115,210,2,medium,medium,138.0,0.9583333333333334,Java_medium_results.csv
115,212,2,medium,medium,143.0,0.8827160493827161,Java_medium_results.csv
115,206,2,medium,medium,241.0,0.902621722846442,Java_medium_results.csv
115,207,2,medium,medium,316.0,0.96048632218845,Java_medium_results.csv
115,215,2,medium,medium,245.0,0.9496124031007752,Java_medium_results.csv
115,194,2,medium,medium,462.0,0.9076620825147348,Java_medium_results.csv
115,214,2,medium,medium,247.0,0.8666666666666667,Java_medium_results.csv
117,125,2,medium,medium,222.0,0.9135802469135802,Java_medium_results.csv
115,202,2,medium,medium,552.0,0.9484536082474226,Java_medium_results.csv
117,120,2,medium,medium,230.0,0.9465020576131687,Java_medium_results.csv
117,143,2,medium,medium,192.0,0.7901234567901234,Java_medium_results.csv
117,145,2,medium,medium,230.0,0.9465020576131687,Java_medium_results.csv
117,142,2,medium,medium,221.0,0.9094650205761317,Java_medium_results.csv
117,155,2,medium,medium,212.0,0.8724279835390947,Java_medium_results.csv
117,147,2,medium,medium,266.0,0.953405017921147,Java_medium_results.csv
117,158,2,medium,medium,218.0,0.897119341563786,Java_medium_results.csv
117,135,2,medium,medium,362.0,0.9329896907216496,Java_medium_results.csv
117,169,2,medium,medium,198.0,0.8148148148148148,Java_medium_results.csv
117,185,2,medium,medium,230.0,0.9465020576131687,Java_medium_results.csv
117,190,2,medium,medium,196.0,0.8065843621399177,Java_medium_results.csv
117,171,2,medium,medium,255.0,0.9042553191489362,Java_medium_results.csv
117,151,2,medium,medium,475.0,0.9350393700787402,Java_medium_results.csv
117,191,2,medium,medium,228.0,0.9230769230769232,Java_medium_results.csv
117,203,2,medium,medium,220.0,0.9053497942386832,Java_medium_results.csv
117,192,2,medium,medium,291.0,0.9448051948051948,Java_medium_results.csv
117,168,2,medium,medium,462.0,0.9314516129032258,Java_medium_results.csv
117,197,2,medium,medium,229.0,0.9051383399209486,Java_medium_results.csv
117,210,2,medium,medium,198.0,0.8148148148148148,Java_medium_results.csv
117,206,2,medium,medium,246.0,0.9213483146067416,Java_medium_results.csv
117,212,2,medium,medium,220.0,0.9053497942386832,Java_medium_results.csv
117,194,2,medium,medium,468.0,0.9194499017681728,Java_medium_results.csv
120,125,2,medium,medium,203.0,0.8864628820960698,Java_medium_results.csv
117,207,2,medium,medium,290.0,0.8814589665653495,Java_medium_results.csv
117,215,2,medium,medium,235.0,0.9108527131782944,Java_medium_results.csv
117,214,2,medium,medium,275.0,0.9649122807017544,Java_medium_results.csv
120,143,2,medium,medium,217.0,0.9475982532751092,Java_medium_results.csv
117,202,2,medium,medium,529.0,0.90893470790378,Java_medium_results.csv
120,142,2,medium,medium,222.0,0.9694323144104804,Java_medium_results.csv
120,145,2,medium,medium,216.0,0.9432314410480348,Java_medium_results.csv
120,155,2,medium,medium,211.0,0.9213973799126638,Java_medium_results.csv
120,147,2,medium,medium,259.0,0.92831541218638,Java_medium_results.csv
120,169,2,medium,medium,203.0,0.8864628820960698,Java_medium_results.csv
120,135,2,medium,medium,360.0,0.9278350515463918,Java_medium_results.csv
120,158,2,medium,medium,198.0,0.8646288209606987,Java_medium_results.csv
120,190,2,medium,medium,207.0,0.9039301310043668,Java_medium_results.csv
120,185,2,medium,medium,204.0,0.8908296943231441,Java_medium_results.csv
120,171,2,medium,medium,268.0,0.950354609929078,Java_medium_results.csv
120,191,2,medium,medium,229.0,0.9271255060728744,Java_medium_results.csv
120,203,2,medium,medium,207.0,0.9039301310043668,Java_medium_results.csv
120,151,2,medium,medium,452.0,0.889763779527559,Java_medium_results.csv
120,192,2,medium,medium,274.0,0.8896103896103896,Java_medium_results.csv
120,168,2,medium,medium,457.0,0.9213709677419356,Java_medium_results.csv
120,197,2,medium,medium,229.0,0.9051383399209486,Java_medium_results.csv
120,210,2,medium,medium,209.0,0.9126637554585152,Java_medium_results.csv
120,212,2,medium,medium,209.0,0.9126637554585152,Java_medium_results.csv
120,206,2,medium,medium,251.0,0.9400749063670412,Java_medium_results.csv
120,194,2,medium,medium,438.0,0.8605108055009824,Java_medium_results.csv
125,143,2,medium,medium,125.0,0.946969696969697,Java_medium_results.csv
120,207,2,medium,medium,307.0,0.933130699088146,Java_medium_results.csv
120,215,2,medium,medium,243.0,0.9418604651162792,Java_medium_results.csv
125,145,2,medium,medium,167.0,0.9175824175824177,Java_medium_results.csv
125,142,2,medium,medium,209.0,0.937219730941704,Java_medium_results.csv
120,214,2,medium,medium,266.0,0.9333333333333332,Java_medium_results.csv
120,202,2,medium,medium,555.0,0.9536082474226804,Java_medium_results.csv
125,135,2,medium,medium,348.0,0.8969072164948454,Java_medium_results.csv
125,155,2,medium,medium,187.0,0.9257425742574258,Java_medium_results.csv
125,169,2,medium,medium,146.0,0.9125,Java_medium_results.csv
125,147,2,medium,medium,250.0,0.8960573476702509,Java_medium_results.csv
125,158,2,medium,medium,172.0,0.8472906403940886,Java_medium_results.csv
125,190,2,medium,medium,106.0,0.9636363636363636,Java_medium_results.csv
125,185,2,medium,medium,116.0,0.943089430894309,Java_medium_results.csv
125,171,2,medium,medium,266.0,0.9432624113475178,Java_medium_results.csv
125,151,2,medium,medium,465.0,0.9153543307086616,Java_medium_results.csv
125,203,2,medium,medium,99.0,0.9,Java_medium_results.csv
125,191,2,medium,medium,223.0,0.902834008097166,Java_medium_results.csv
125,168,2,medium,medium,466.0,0.939516129032258,Java_medium_results.csv
125,197,2,medium,medium,233.0,0.9209486166007904,Java_medium_results.csv
125,192,2,medium,medium,278.0,0.9025974025974026,Java_medium_results.csv
125,210,2,medium,medium,131.0,0.9492753623188406,Java_medium_results.csv
125,206,2,medium,medium,247.0,0.9250936329588016,Java_medium_results.csv
125,212,2,medium,medium,148.0,0.9135802469135802,Java_medium_results.csv
125,194,2,medium,medium,467.0,0.9174852652259332,Java_medium_results.csv
125,207,2,medium,medium,311.0,0.945288753799392,Java_medium_results.csv
125,215,2,medium,medium,240.0,0.9302325581395348,Java_medium_results.csv
125,214,2,medium,medium,260.0,0.912280701754386,Java_medium_results.csv
125,202,2,medium,medium,558.0,0.9587628865979382,Java_medium_results.csv
135,143,2,medium,medium,370.0,0.9536082474226804,Java_medium_results.csv
135,145,2,medium,medium,354.0,0.9123711340206184,Java_medium_results.csv
135,155,2,medium,medium,366.0,0.9432989690721648,Java_medium_results.csv
135,142,2,medium,medium,367.0,0.9458762886597938,Java_medium_results.csv
135,158,2,medium,medium,356.0,0.9175257731958762,Java_medium_results.csv
135,147,2,medium,medium,348.0,0.8969072164948454,Java_medium_results.csv
135,169,2,medium,medium,356.0,0.9175257731958762,Java_medium_results.csv
135,185,2,medium,medium,345.0,0.8891752577319587,Java_medium_results.csv
135,190,2,medium,medium,369.0,0.9510309278350516,Java_medium_results.csv
135,171,2,medium,medium,361.0,0.9304123711340206,Java_medium_results.csv
135,191,2,medium,medium,369.0,0.9510309278350516,Java_medium_results.csv
135,151,2,medium,medium,447.0,0.8799212598425197,Java_medium_results.csv
135,168,2,medium,medium,454.0,0.9153225806451613,Java_medium_results.csv
135,203,2,medium,medium,358.0,0.922680412371134,Java_medium_results.csv
135,197,2,medium,medium,361.0,0.9304123711340206,Java_medium_results.csv
135,192,2,medium,medium,356.0,0.9175257731958762,Java_medium_results.csv
135,210,2,medium,medium,366.0,0.9432989690721648,Java_medium_results.csv
135,212,2,medium,medium,348.0,0.8969072164948454,Java_medium_results.csv
142,143,2,medium,medium,186.0,0.8340807174887892,Java_medium_results.csv
135,206,2,medium,medium,359.0,0.9252577319587628,Java_medium_results.csv
135,194,2,medium,medium,471.0,0.925343811394892,Java_medium_results.csv
142,145,2,medium,medium,219.0,0.9820627802690582,Java_medium_results.csv
135,207,2,medium,medium,375.0,0.9664948453608248,Java_medium_results.csv
135,215,2,medium,medium,366.0,0.9432989690721648,Java_medium_results.csv
135,214,2,medium,medium,337.0,0.8685567010309279,Java_medium_results.csv
135,202,2,medium,medium,536.0,0.9209621993127148,Java_medium_results.csv
142,147,2,medium,medium,268.0,0.9605734767025088,Java_medium_results.csv
142,155,2,medium,medium,197.0,0.8834080717488789,Java_medium_results.csv
142,169,2,medium,medium,187.0,0.8385650224215246,Java_medium_results.csv
142,158,2,medium,medium,213.0,0.9551569506726456,Java_medium_results.csv
142,185,2,medium,medium,209.0,0.937219730941704,Java_medium_results.csv
142,190,2,medium,medium,187.0,0.8385650224215246,Java_medium_results.csv
142,171,2,medium,medium,246.0,0.8723404255319149,Java_medium_results.csv
142,151,2,medium,medium,473.0,0.9311023622047244,Java_medium_results.csv
142,203,2,medium,medium,206.0,0.9237668161434978,Java_medium_results.csv
142,191,2,medium,medium,209.0,0.8461538461538461,Java_medium_results.csv
142,197,2,medium,medium,225.0,0.8893280632411067,Java_medium_results.csv
142,192,2,medium,medium,296.0,0.961038961038961,Java_medium_results.csv
142,168,2,medium,medium,474.0,0.9556451612903226,Java_medium_results.csv
142,210,2,medium,medium,179.0,0.8026905829596412,Java_medium_results.csv
142,206,2,medium,medium,239.0,0.8951310861423221,Java_medium_results.csv
142,212,2,medium,medium,212.0,0.9506726457399104,Java_medium_results.csv
142,194,2,medium,medium,480.0,0.9430255402750491,Java_medium_results.csv
143,145,2,medium,medium,171.0,0.9395604395604396,Java_medium_results.csv
142,207,2,medium,medium,269.0,0.817629179331307,Java_medium_results.csv
142,215,2,medium,medium,244.0,0.9457364341085271,Java_medium_results.csv
143,147,2,medium,medium,266.0,0.953405017921147,Java_medium_results.csv
142,214,2,medium,medium,273.0,0.9578947368421052,Java_medium_results.csv
142,202,2,medium,medium,521.0,0.8951890034364262,Java_medium_results.csv
143,155,2,medium,medium,158.0,0.7821782178217822,Java_medium_results.csv
143,158,2,medium,medium,186.0,0.916256157635468,Java_medium_results.csv
143,169,2,medium,medium,135.0,0.84375,Java_medium_results.csv
143,190,2,medium,medium,98.0,0.7424242424242424,Java_medium_results.csv
143,185,2,medium,medium,126.0,0.9545454545454546,Java_medium_results.csv
143,171,2,medium,medium,238.0,0.8439716312056738,Java_medium_results.csv
143,151,2,medium,medium,489.0,0.9625984251968503,Java_medium_results.csv
143,191,2,medium,medium,198.0,0.8016194331983806,Java_medium_results.csv
143,197,2,medium,medium,214.0,0.8458498023715415,Java_medium_results.csv
143,203,2,medium,medium,120.0,0.9090909090909092,Java_medium_results.csv
143,168,2,medium,medium,472.0,0.9516129032258064,Java_medium_results.csv
143,192,2,medium,medium,296.0,0.961038961038961,Java_medium_results.csv
143,210,2,medium,medium,121.0,0.8768115942028986,Java_medium_results.csv
143,212,2,medium,medium,157.0,0.9691358024691358,Java_medium_results.csv
143,206,2,medium,medium,233.0,0.8726591760299626,Java_medium_results.csv
143,194,2,medium,medium,482.0,0.9469548133595284,Java_medium_results.csv
143,207,2,medium,medium,267.0,0.8115501519756839,Java_medium_results.csv
143,215,2,medium,medium,226.0,0.875968992248062,Java_medium_results.csv
143,214,2,medium,medium,276.0,0.968421052631579,Java_medium_results.csv
143,202,2,medium,medium,532.0,0.9140893470790378,Java_medium_results.csv
145,185,2,medium,medium,170.0,0.934065934065934,Java_medium_results.csv
145,155,2,medium,medium,196.0,0.9702970297029704,Java_medium_results.csv
145,169,2,medium,medium,176.0,0.967032967032967,Java_medium_results.csv
145,158,2,medium,medium,193.0,0.9507389162561576,Java_medium_results.csv
145,147,2,medium,medium,260.0,0.931899641577061,Java_medium_results.csv
145,190,2,medium,medium,163.0,0.8956043956043956,Java_medium_results.csv
145,171,2,medium,medium,277.0,0.9822695035460992,Java_medium_results.csv
145,203,2,medium,medium,171.0,0.9395604395604396,Java_medium_results.csv
145,151,2,medium,medium,468.0,0.9212598425196852,Java_medium_results.csv
145,191,2,medium,medium,233.0,0.9433198380566802,Java_medium_results.csv
145,197,2,medium,medium,246.0,0.9723320158102768,Java_medium_results.csv
145,192,2,medium,medium,293.0,0.9512987012987012,Java_medium_results.csv
145,168,2,medium,medium,469.0,0.9455645161290324,Java_medium_results.csv
145,210,2,medium,medium,170.0,0.934065934065934,Java_medium_results.csv
145,212,2,medium,medium,175.0,0.9615384615384616,Java_medium_results.csv
145,194,2,medium,medium,468.0,0.9194499017681728,Java_medium_results.csv
145,206,2,medium,medium,249.0,0.9325842696629212,Java_medium_results.csv
145,207,2,medium,medium,318.0,0.9665653495440728,Java_medium_results.csv
145,214,2,medium,medium,266.0,0.9333333333333332,Java_medium_results.csv
145,215,2,medium,medium,241.0,0.9341085271317828,Java_medium_results.csv
145,202,2,medium,medium,556.0,0.9553264604810996,Java_medium_results.csv
147,155,2,medium,medium,263.0,0.942652329749104,Java_medium_results.csv
147,185,2,medium,medium,242.0,0.8673835125448028,Java_medium_results.csv
147,169,2,medium,medium,252.0,0.9032258064516128,Java_medium_results.csv
147,158,2,medium,medium,249.0,0.8924731182795699,Java_medium_results.csv
147,190,2,medium,medium,262.0,0.9390681003584228,Java_medium_results.csv
147,171,2,medium,medium,276.0,0.9787234042553192,Java_medium_results.csv
147,191,2,medium,medium,262.0,0.9390681003584228,Java_medium_results.csv
147,203,2,medium,medium,254.0,0.910394265232975,Java_medium_results.csv
147,151,2,medium,medium,454.0,0.8937007874015748,Java_medium_results.csv
147,197,2,medium,medium,260.0,0.931899641577061,Java_medium_results.csv
147,192,2,medium,medium,271.0,0.8798701298701299,Java_medium_results.csv
147,168,2,medium,medium,454.0,0.9153225806451613,Java_medium_results.csv
147,210,2,medium,medium,259.0,0.92831541218638,Java_medium_results.csv
147,212,2,medium,medium,243.0,0.8709677419354839,Java_medium_results.csv
147,206,2,medium,medium,272.0,0.974910394265233,Java_medium_results.csv
147,194,2,medium,medium,456.0,0.8958742632612967,Java_medium_results.csv
147,207,2,medium,medium,307.0,0.933130699088146,Java_medium_results.csv
147,215,2,medium,medium,273.0,0.978494623655914,Java_medium_results.csv
147,202,2,medium,medium,539.0,0.9261168384879724,Java_medium_results.csv
147,214,2,medium,medium,272.0,0.9543859649122808,Java_medium_results.csv
151,155,2,medium,medium,470.0,0.9251968503937008,Java_medium_results.csv
151,190,2,medium,medium,477.0,0.938976377952756,Java_medium_results.csv
151,169,2,medium,medium,464.0,0.9133858267716536,Java_medium_results.csv
151,158,2,medium,medium,449.0,0.8838582677165354,Java_medium_results.csv
151,185,2,medium,medium,450.0,0.8858267716535433,Java_medium_results.csv
151,203,2,medium,medium,478.0,0.9409448818897638,Java_medium_results.csv
151,171,2,medium,medium,472.0,0.9291338582677166,Java_medium_results.csv
151,191,2,medium,medium,472.0,0.9291338582677166,Java_medium_results.csv
151,197,2,medium,medium,458.0,0.9015748031496064,Java_medium_results.csv
151,192,2,medium,medium,455.0,0.8956692913385826,Java_medium_results.csv
151,210,2,medium,medium,481.0,0.9468503937007874,Java_medium_results.csv
151,168,2,medium,medium,482.0,0.9488188976377953,Java_medium_results.csv
151,206,2,medium,medium,449.0,0.8838582677165354,Java_medium_results.csv
155,158,2,medium,medium,194.0,0.955665024630542,Java_medium_results.csv
151,212,2,medium,medium,454.0,0.8937007874015748,Java_medium_results.csv
151,207,2,medium,medium,471.0,0.9271653543307088,Java_medium_results.csv
155,169,2,medium,medium,164.0,0.8118811881188119,Java_medium_results.csv
155,190,2,medium,medium,163.0,0.806930693069307,Java_medium_results.csv
155,185,2,medium,medium,186.0,0.9207920792079208,Java_medium_results.csv
151,194,2,medium,medium,482.0,0.9469548133595284,Java_medium_results.csv
155,171,2,medium,medium,246.0,0.8723404255319149,Java_medium_results.csv
151,214,2,medium,medium,427.0,0.8405511811023622,Java_medium_results.csv
151,215,2,medium,medium,485.0,0.9547244094488188,Java_medium_results.csv
151,202,2,medium,medium,556.0,0.9553264604810996,Java_medium_results.csv
155,168,2,medium,medium,475.0,0.9576612903225806,Java_medium_results.csv
155,203,2,medium,medium,184.0,0.9108910891089108,Java_medium_results.csv
155,191,2,medium,medium,211.0,0.854251012145749,Java_medium_results.csv
155,197,2,medium,medium,213.0,0.841897233201581,Java_medium_results.csv
155,192,2,medium,medium,295.0,0.9577922077922078,Java_medium_results.csv
155,210,2,medium,medium,169.0,0.8366336633663366,Java_medium_results.csv
155,212,2,medium,medium,188.0,0.9306930693069309,Java_medium_results.csv
155,206,2,medium,medium,235.0,0.8801498127340824,Java_medium_results.csv
155,194,2,medium,medium,472.0,0.9273084479371316,Java_medium_results.csv
155,207,2,medium,medium,267.0,0.8115501519756839,Java_medium_results.csv
155,215,2,medium,medium,227.0,0.8798449612403101,Java_medium_results.csv
155,214,2,medium,medium,273.0,0.9578947368421052,Java_medium_results.csv
158,169,2,medium,medium,178.0,0.8768472906403941,Java_medium_results.csv
158,190,2,medium,medium,184.0,0.9064039408866996,Java_medium_results.csv
158,185,2,medium,medium,182.0,0.896551724137931,Java_medium_results.csv
155,202,2,medium,medium,530.0,0.9106529209621992,Java_medium_results.csv
158,171,2,medium,medium,262.0,0.9290780141843972,Java_medium_results.csv
158,191,2,medium,medium,222.0,0.8987854251012146,Java_medium_results.csv
158,203,2,medium,medium,187.0,0.9211822660098522,Java_medium_results.csv
158,168,2,medium,medium,455.0,0.9173387096774194,Java_medium_results.csv
158,192,2,medium,medium,270.0,0.8766233766233766,Java_medium_results.csv
158,197,2,medium,medium,230.0,0.9090909090909092,Java_medium_results.csv
158,210,2,medium,medium,181.0,0.8916256157635468,Java_medium_results.csv
158,206,2,medium,medium,247.0,0.9250936329588016,Java_medium_results.csv
158,212,2,medium,medium,187.0,0.9211822660098522,Java_medium_results.csv
158,194,2,medium,medium,459.0,0.9017681728880156,Java_medium_results.csv
158,207,2,medium,medium,307.0,0.933130699088146,Java_medium_results.csv
158,214,2,medium,medium,256.0,0.8982456140350877,Java_medium_results.csv
158,215,2,medium,medium,238.0,0.9224806201550388,Java_medium_results.csv
158,202,2,medium,medium,548.0,0.9415807560137456,Java_medium_results.csv
168,185,2,medium,medium,454.0,0.9153225806451613,Java_medium_results.csv
168,190,2,medium,medium,470.0,0.9475806451612904,Java_medium_results.csv
168,169,2,medium,medium,464.0,0.935483870967742,Java_medium_results.csv
168,203,2,medium,medium,467.0,0.941532258064516,Java_medium_results.csv
168,171,2,medium,medium,472.0,0.9516129032258064,Java_medium_results.csv
168,191,2,medium,medium,471.0,0.9495967741935484,Java_medium_results.csv
168,197,2,medium,medium,459.0,0.9254032258064516,Java_medium_results.csv
168,192,2,medium,medium,444.0,0.8951612903225806,Java_medium_results.csv
168,210,2,medium,medium,468.0,0.9435483870967742,Java_medium_results.csv
168,206,2,medium,medium,462.0,0.9314516129032258,Java_medium_results.csv
168,212,2,medium,medium,461.0,0.9294354838709676,Java_medium_results.csv
169,185,2,medium,medium,150.0,0.9375,Java_medium_results.csv
169,190,2,medium,medium,129.0,0.80625,Java_medium_results.csv
169,171,2,medium,medium,222.0,0.7872340425531915,Java_medium_results.csv
168,194,2,medium,medium,476.0,0.9351669941060904,Java_medium_results.csv
169,191,2,medium,medium,200.0,0.8097165991902834,Java_medium_results.csv
168,207,2,medium,medium,464.0,0.935483870967742,Java_medium_results.csv
169,192,2,medium,medium,287.0,0.9318181818181818,Java_medium_results.csv
168,215,2,medium,medium,467.0,0.941532258064516,Java_medium_results.csv
169,203,2,medium,medium,148.0,0.925,Java_medium_results.csv
169,197,2,medium,medium,203.0,0.8023715415019763,Java_medium_results.csv
168,214,2,medium,medium,437.0,0.8810483870967742,Java_medium_results.csv
169,210,2,medium,medium,132.0,0.825,Java_medium_results.csv
169,206,2,medium,medium,219.0,0.8202247191011236,Java_medium_results.csv
169,212,2,medium,medium,153.0,0.9444444444444444,Java_medium_results.csv
169,194,2,medium,medium,471.0,0.925343811394892,Java_medium_results.csv
168,202,2,medium,medium,560.0,0.9621993127147768,Java_medium_results.csv
169,207,2,medium,medium,274.0,0.8328267477203647,Java_medium_results.csv
169,214,2,medium,medium,267.0,0.936842105263158,Java_medium_results.csv
171,190,2,medium,medium,243.0,0.8617021276595744,Java_medium_results.csv
169,202,2,medium,medium,510.0,0.8762886597938144,Java_medium_results.csv
171,185,2,medium,medium,260.0,0.9219858156028368,Java_medium_results.csv
169,215,2,medium,medium,223.0,0.8643410852713178,Java_medium_results.csv
171,203,2,medium,medium,266.0,0.9432624113475178,Java_medium_results.csv
171,191,2,medium,medium,249.0,0.8829787234042553,Java_medium_results.csv
171,192,2,medium,medium,298.0,0.9675324675324676,Java_medium_results.csv
171,197,2,medium,medium,241.0,0.8546099290780141,Java_medium_results.csv
171,210,2,medium,medium,248.0,0.8794326241134752,Java_medium_results.csv
171,206,2,medium,medium,258.0,0.9148936170212766,Java_medium_results.csv
185,190,2,medium,medium,116.0,0.943089430894309,Java_medium_results.csv
171,212,2,medium,medium,262.0,0.9290780141843972,Java_medium_results.csv
171,207,2,medium,medium,287.0,0.8723404255319149,Java_medium_results.csv
185,191,2,medium,medium,224.0,0.9068825910931174,Java_medium_results.csv
185,192,2,medium,medium,274.0,0.8896103896103896,Java_medium_results.csv
171,194,2,medium,medium,474.0,0.931237721021611,Java_medium_results.csv
185,197,2,medium,medium,226.0,0.8932806324110671,Java_medium_results.csv
171,215,2,medium,medium,260.0,0.9219858156028368,Java_medium_results.csv
171,214,2,medium,medium,281.0,0.9859649122807016,Java_medium_results.csv
185,203,2,medium,medium,114.0,0.926829268292683,Java_medium_results.csv
185,210,2,medium,medium,127.0,0.9202898550724636,Java_medium_results.csv
185,194,2,medium,medium,455.0,0.8939096267190569,Java_medium_results.csv
171,202,2,medium,medium,484.0,0.8316151202749141,Java_medium_results.csv
185,212,2,medium,medium,147.0,0.9074074074074074,Java_medium_results.csv
185,206,2,medium,medium,241.0,0.902621722846442,Java_medium_results.csv
185,207,2,medium,medium,300.0,0.9118541033434652,Java_medium_results.csv
185,214,2,medium,medium,244.0,0.856140350877193,Java_medium_results.csv
190,191,2,medium,medium,204.0,0.8259109311740891,Java_medium_results.csv
185,202,2,medium,medium,544.0,0.9347079037800688,Java_medium_results.csv
190,192,2,medium,medium,286.0,0.9285714285714286,Java_medium_results.csv
185,215,2,medium,medium,239.0,0.9263565891472868,Java_medium_results.csv
190,203,2,medium,medium,96.0,0.979591836734694,Java_medium_results.csv
190,197,2,medium,medium,210.0,0.8300395256916996,Java_medium_results.csv
190,210,2,medium,medium,111.0,0.8043478260869565,Java_medium_results.csv
190,212,2,medium,medium,151.0,0.9320987654320988,Java_medium_results.csv
190,194,2,medium,medium,482.0,0.9469548133595284,Java_medium_results.csv
190,206,2,medium,medium,229.0,0.8576779026217228,Java_medium_results.csv
190,214,2,medium,medium,278.0,0.975438596491228,Java_medium_results.csv
190,207,2,medium,medium,278.0,0.8449848024316109,Java_medium_results.csv
190,215,2,medium,medium,209.0,0.810077519379845,Java_medium_results.csv
190,202,2,medium,medium,539.0,0.9261168384879724,Java_medium_results.csv
191,203,2,medium,medium,230.0,0.931174089068826,Java_medium_results.csv
191,210,2,medium,medium,200.0,0.8097165991902834,Java_medium_results.csv
191,197,2,medium,medium,228.0,0.9011857707509882,Java_medium_results.csv
191,192,2,medium,medium,296.0,0.961038961038961,Java_medium_results.csv
191,206,2,medium,medium,233.0,0.8726591760299626,Java_medium_results.csv
191,212,2,medium,medium,227.0,0.9190283400809716,Java_medium_results.csv
191,207,2,medium,medium,270.0,0.8206686930091185,Java_medium_results.csv
191,214,2,medium,medium,273.0,0.9578947368421052,Java_medium_results.csv
191,194,2,medium,medium,473.0,0.9292730844793712,Java_medium_results.csv
191,215,2,medium,medium,238.0,0.9224806201550388,Java_medium_results.csv
192,203,2,medium,medium,283.0,0.9188311688311688,Java_medium_results.csv
191,202,2,medium,medium,497.0,0.8539518900343642,Java_medium_results.csv
192,197,2,medium,medium,286.0,0.9285714285714286,Java_medium_results.csv
192,210,2,medium,medium,290.0,0.9415584415584416,Java_medium_results.csv
192,212,2,medium,medium,282.0,0.9155844155844156,Java_medium_results.csv
192,206,2,medium,medium,289.0,0.9383116883116884,Java_medium_results.csv
192,194,2,medium,medium,449.0,0.8821218074656189,Java_medium_results.csv
192,207,2,medium,medium,313.0,0.9513677811550152,Java_medium_results.csv
192,215,2,medium,medium,296.0,0.961038961038961,Java_medium_results.csv
192,214,2,medium,medium,286.0,0.9285714285714286,Java_medium_results.csv
194,203,2,medium,medium,475.0,0.9332023575638508,Java_medium_results.csv
192,202,2,medium,medium,556.0,0.9553264604810996,Java_medium_results.csv
194,210,2,medium,medium,479.0,0.9410609037328096,Java_medium_results.csv
194,197,2,medium,medium,468.0,0.9194499017681728,Java_medium_results.csv
194,212,2,medium,medium,460.0,0.9037328094302554,Java_medium_results.csv
197,203,2,medium,medium,236.0,0.932806324110672,Java_medium_results.csv
194,206,2,medium,medium,464.0,0.911591355599214,Java_medium_results.csv
194,215,2,medium,medium,485.0,0.9528487229862476,Java_medium_results.csv
197,206,2,medium,medium,228.0,0.8539325842696629,Java_medium_results.csv
194,214,2,medium,medium,445.0,0.8742632612966601,Java_medium_results.csv
197,210,2,medium,medium,213.0,0.841897233201581,Java_medium_results.csv
194,207,2,medium,medium,474.0,0.931237721021611,Java_medium_results.csv
197,207,2,medium,medium,276.0,0.8389057750759878,Java_medium_results.csv
197,212,2,medium,medium,232.0,0.91699604743083,Java_medium_results.csv
202,203,2,medium,medium,555.0,0.9536082474226804,Java_medium_results.csv
197,202,2,medium,medium,483.0,0.8298969072164949,Java_medium_results.csv
