"random_effect","experiment","dimension","AIC","BIC"
"exp_a","between_group_pairtype","Shape",-79976.7257886741,-79917.7966140892
"exp_a","between_group_pairtype","Length",-41050.8421120159,-40991.912937431
"exp_a","between_group_pairtype","Direction",-56745.7072340628,-56686.7780594779
"exp_a","between_group_pairtype","Position",-49778.0576857471,-49719.1285111622
"exp_a","between_group_pairtype","Duration",-36626.1811209631,-36567.2519463782
"exp_b","within_trial_within_2","Shape",-23374.8567156483,-23338.1456852428
"exp_b","within_trial_within_2","Length",-11697.3047768071,-11660.5937464016
"exp_b","within_trial_within_2","Direction",-16952.5808357495,-16915.869805344
"exp_b","within_trial_within_2","Position",-14651.1934765314,-14614.4824461259
"exp_b","within_trial_within_2","Duration",-10451.79527791,-10415.0842475045
"exp_b","within_trial_within_5","Shape",-17376.8812480902,-17341.9562028107
"exp_b","within_trial_within_5","Length",-8864.40242758354,-8829.47738230409
"exp_b","within_trial_within_5","Direction",-12638.3922451526,-12603.4671998731
"exp_b","within_trial_within_5","Position",-10824.5139059082,-10789.5888606288
"exp_b","within_trial_within_5","Duration",-7240.0946792235,-7205.16963394406
"exp_b","within_trial_between_2","Shape",-47645.6090707892,-47611.4878877024
"exp_b","within_trial_between_2","Length",-23943.4283977493,-23909.3072146625
"exp_b","within_trial_between_2","Direction",-34283.4585111456,-34249.3373280589
"exp_b","within_trial_between_2","Position",-29130.0879594843,-29095.9667763975
"exp_b","within_trial_between_2","Duration",-21927.0632274605,-21892.9420443738
"exp_b","within_trial_between_5","Shape",-34104.9517227162,-34072.4780074033
"exp_b","within_trial_between_5","Length",-17404.274216499,-17371.8005011861
"exp_b","within_trial_between_5","Direction",-24551.664856172,-24519.1911408591
"exp_b","within_trial_between_5","Position",-21178.8974962132,-21146.4237809003
"exp_b","within_trial_between_5","Duration",-15278.0215893174,-15245.5478740045
"exp_b","within_group","Shape",-40598.1108782551,-40531.3723282408
"exp_b","within_group","Length",-20491.4896419761,-20424.7510919618
"exp_b","within_group","Direction",-29369.6714466926,-29302.9328966783
"exp_b","within_group","Position",-25390.923711613,-25324.1851615987
"exp_b","within_group","Duration",-17746.2986644129,-17679.5601143986
"exp_b","between_group_mean_diff","Shape",-81562.2183513726,-81518.0214704339
"exp_b","between_group_mean_diff","Length",-41037.651408087,-40993.4545271483
"exp_b","between_group_mean_diff","Direction",-58471.7430418453,-58427.5461609066
"exp_b","between_group_mean_diff","Position",-50061.5721770877,-50017.375296149
"exp_b","between_group_mean_diff","Duration",-37076.5454413491,-37032.3485604105
"exp_b","between_group_pairtype","Shape",-81533.2242630402,-81474.2950884553
"exp_b","between_group_pairtype","Length",-41032.2639769024,-40973.3348023175
"exp_b","between_group_pairtype","Direction",-58447.2139131676,-58388.2847385827
"exp_b","between_group_pairtype","Position",-50038.6418980313,-49979.7127234464
"exp_b","between_group_pairtype","Duration",-37057.3975671415,-36998.4683925566
"both","within_trial_within_2","Shape",-23644.6007188023,-23601.7711833292
"both","within_trial_within_2","Length",-12103.2937330256,-12060.4641975525
"both","within_trial_within_2","Direction",-17421.0741556263,-17378.2446201532
"both","within_trial_within_2","Position",-14964.3422145569,-14921.5126790838
"both","within_trial_within_2","Duration",-11908.1954072334,-11865.3658717603
"both","within_trial_within_5","Shape",-17610.4913464428,-17569.7454602834
"both","within_trial_within_5","Length",-9008.3165311732,-8967.57064501385
"both","within_trial_within_5","Direction",-12979.8156533327,-12939.0697671734
"both","within_trial_within_5","Position",-11137.4641800132,-11096.7182938539
"both","within_trial_within_5","Duration",-8227.53001375436,-8186.78412759501
"both","within_trial_between_2","Shape",-48233.8953308812,-48192.9499111772
"both","within_trial_between_2","Length",-24865.5346641204,-24824.5892444164
"both","within_trial_between_2","Direction",-35209.1961787599,-35168.2507590558
"both","within_trial_between_2","Position",-29763.1732913979,-29722.2278716938
"both","within_trial_between_2","Duration",-24640.169874175,-24599.2244544709
"both","within_trial_between_5","Shape",-34509.0765931631,-34470.1081347876
"both","within_trial_between_5","Length",-17928.5338862119,-17889.5654278364
"both","within_trial_between_5","Direction",-25344.3948695706,-25305.4264111951
"both","within_trial_between_5","Position",-21724.9850769674,-21686.016618592
"both","within_trial_between_5","Duration",-16985.585831174,-16946.6173727985
"both","within_group","Shape",-40933.2146479346,-40859.8022429188
"both","within_group","Length",-20876.2388783605,-20802.8264733448
"both","within_group","Direction",-29875.0837441047,-29801.671339089
"both","within_group","Position",-25785.6365018665,-25712.2240968508
"both","within_group","Duration",-20079.573320921,-20006.1609159053
"both","between_group_mean_diff","Shape",-82181.6686922767,-82130.1056645149
"both","between_group_mean_diff","Length",-42136.7405065387,-42085.1774787769
"both","between_group_mean_diff","Direction",-59359.6303136445,-59308.0672858827
"both","between_group_mean_diff","Position",-50836.959015512,-50785.3959877502
"both","between_group_mean_diff","Duration",-41045.2581884106,-40993.6951606488
"both","between_group_pairtype","Shape",-82153.2859031376,-82086.9905817296
"both","between_group_pairtype","Length",-42122.8770551003,-42056.5817336923
"both","between_group_pairtype","Direction",-59335.658066747,-59269.3627453389
"both","between_group_pairtype","Position",-50814.5654560048,-50748.2701345968
"both","between_group_pairtype","Duration",-41026.6983249852,-40960.4030035771
"none","within_trial_within_2","Shape",-23161.6403482717,-23131.0478229338
"none","within_trial_within_2","Length",-11504.8973317467,-11474.3048064088
"none","within_trial_within_2","Direction",-16687.9138077774,-16657.3212824394
"none","within_trial_within_2","Position",-14452.4818833158,-14421.8893579779
"none","within_trial_within_2","Duration",-9839.55155212982,-9808.95902679188
"none","within_trial_within_5","Shape",-17144.7174578294,-17115.6132534299
"none","within_trial_within_5","Length",-8761.10618963112,-8732.00198523159
"none","within_trial_within_5","Direction",-12215.8405299792,-12186.7363255797
"none","within_trial_within_5","Position",-10691.8265066658,-10662.7223022662
"none","within_trial_within_5","Duration",-6833.40713011681,-6804.30292571727
"none","within_trial_between_2","Shape",-46295.5394212679,-46268.2424747985
"none","within_trial_between_2","Length",-23085.6203881032,-23058.3234416338
"none","within_trial_between_2","Direction",-32642.8484141918,-32615.5514677224
"none","within_trial_between_2","Position",-28387.3240005836,-28360.0270541143
"none","within_trial_between_2","Duration",-20063.731632495,-20036.4346860257
"none","within_trial_between_5","Shape",-33235.4453836556,-33209.4664114053
"none","within_trial_between_5","Length",-16896.6733514468,-16870.6943791965
"none","within_trial_between_5","Direction",-23473.7872509907,-23447.8082787404
"none","within_trial_between_5","Position",-20879.3137152552,-20853.3347430049
"none","within_trial_between_5","Duration",-13995.6534651062,-13969.6744928558
"none","within_group","Shape",-40308.0533082609,-40247.988613248
"none","within_group","Length",-20262.420660589,-20202.3559655761
"none","within_group","Direction",-28902.2888375135,-28842.2241425006
"none","within_group","Position",-25146.1480858427,-25086.0833908299
"none","within_group","Duration",-16649.2813467509,-16589.216651738
"none","between_group_mean_diff","Shape",-79601.3781322746,-79564.547398159
"none","between_group_mean_diff","Length",-40113.075091858,-40076.2443577424
"none","between_group_mean_diff","Direction",-56174.3944844036,-56137.563750288
"none","between_group_mean_diff","Position",-49180.7219110209,-49143.8911769053
"none","between_group_mean_diff","Duration",-34036.0202334151,-33999.1894992995
"none","between_group_pairtype","Shape",-79600.2892101262,-79548.7261823644
"none","between_group_pairtype","Length",-40174.3175631798,-40122.754535418
"none","between_group_pairtype","Direction",-56175.2279589656,-56123.6649312038
"none","between_group_pairtype","Position",-49177.7603713944,-49126.1973436326
"none","between_group_pairtype","Duration",-34038.6880455451,-33987.1250177832
