exp_a,exp_b,trial_id,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration
41,93,5,low,none,0.9943726429116905,0.6506601364047075,0.9933577050112228,0.8723013432165407,0.657142857142857
41,110,5,low,none,0.9949487140921278,0.678074964660041,0.9938403485270937,0.9555374706660746,0.6744186046511629
41,96,5,low,none,0.9929773024558701,0.7133240588723817,0.9911483965552604,0.9069669088535668,0.6
37,196,5,low,none,0.9893824774359489,0.7264696455074131,0.9850533374237966,0.8828646654825821,0.6363636363636364
41,163,5,low,none,0.9935809017609142,0.7065064875213916,0.99187181835411,0.8919441888644738,0.6896551724137931
41,204,5,low,none,0.994334603916691,0.5574841160228243,0.992198389585628,0.8839394233390162,0.6666666666666667
41,181,5,low,none,0.994452886736257,0.639378078861327,0.9932406206058255,0.932063719706112,0.65625
41,201,5,low,none,0.9948046774444219,0.6358540213888982,0.9933519552583301,0.9315377666091301,0.6666666666666667
41,189,5,low,none,0.9947544688789838,0.7235830962760248,0.9935676939044858,0.9090044141041164,0.6753378378378379
43,3,5,low,none,0.9928814505305974,0.6323709930197412,0.9910954080851064,0.9496557605613912,0.6779953917050692
43,5,5,low,none,0.993143318223283,0.7208725819501323,0.9915062120887445,0.9259213594255955,0.6837662337662338
43,12,5,low,none,0.9893775027335694,0.7076823516599755,0.9853667925739009,0.955204832264659,0.6536731634182908
43,28,5,low,none,0.9920766299421682,0.7256766530761495,0.9878965889365977,0.9295904370163772,0.6318879855465221
41,211,5,low,none,0.9942629884910824,0.724520715266641,0.9927294718893428,0.915753825102918,0.6306042884990254
43,30,5,low,none,0.991791765626086,0.6225513139202014,0.9884023279417609,0.9151729982307173,0.6923076923076923
41,154,5,low,none,0.9944097831790154,0.7257785869020059,0.9931161388482663,0.9174492265280244,0.6896551724137931
43,36,5,low,none,0.9912068539364073,0.7286968978274041,0.9885201323913999,0.9438972149617716,0.7037037037037037
43,93,5,low,none,0.9925005915496361,0.671958758807619,0.9930557898302242,0.9190223240128235,0.6896551724137931
43,96,5,low,none,0.9905192655454227,0.7180442211857843,0.9863085649496781,0.9213305531295511,0.6
