exp_a,exp_b,stimulus,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration,source_file
73,30,vehicle,medium,none,0.9929519209442949,0.6973612395526843,0.9910187084369656,0.93676353443247,0.7027027027027026,Java_medium_Java_none_results.csv
73,3,vehicle,medium,none,0.9931681988953018,0.6355444477316958,0.9917331498910942,0.8585919528321891,0.6923076923076923,Java_medium_Java_none_results.csv
73,36,vehicle,medium,none,0.9917236467354952,0.661336781664325,0.9891420222159844,0.8913956442863906,0.7,Java_medium_Java_none_results.csv
73,110,vehicle,medium,none,0.9933434697310902,0.6652960066978902,0.9901637109485876,0.8944454881444379,0.6923076923076923,Java_medium_Java_none_results.csv
73,204,vehicle,medium,none,0.9906104246509224,0.5062320229744717,0.9845203598313008,0.8957021013805285,0.7777777777777779,Java_medium_Java_none_results.csv
73,201,vehicle,medium,none,0.9929141071940156,0.6401524137438024,0.9904257163411744,0.919085989549588,0.6923076923076923,Java_medium_Java_none_results.csv
73,189,vehicle,medium,none,0.99265932037156,0.6043505509268429,0.9886677734622276,0.8839696347024046,0.6,Java_medium_Java_none_results.csv
73,181,vehicle,medium,none,0.9937770028309336,0.6383826053765032,0.991270844061383,0.8814984149618054,0.7058823529411764,Java_medium_Java_none_results.csv
72,12,vehicle,medium,none,0.9918138555858266,0.7256405129170309,0.9904903787378804,0.8921385340593683,0.6551724137931034,Java_medium_Java_none_results.csv
73,106,vehicle,medium,none,0.9919731473920348,0.6581763239189542,0.99066012942038,0.9030743081777028,0.7142857142857142,Java_medium_Java_none_results.csv
73,116,vehicle,medium,none,0.9936288158072134,0.6902606951892682,0.9915152327889288,0.9328740981436888,0.6071428571428572,Java_medium_Java_none_results.csv
73,163,vehicle,medium,none,0.9916500110827544,0.6471196203084688,0.9872078449501016,0.9291819239067876,0.657142857142857,Java_medium_Java_none_results.csv
73,96,vehicle,medium,none,0.991663466802682,0.6783875069886486,0.988630473431484,0.898075555058157,0.6162029459901801,Java_medium_Java_none_results.csv
73,216,vehicle,medium,none,0.9918234038751542,0.6530938997179987,0.9872899517414752,0.9207738507188824,0.736842105263158,Java_medium_Java_none_results.csv
